portfolio,a,t(a),beta,t(beta),s,t(s),m,t(m),R2
6_BIG HiPRIOR_RF,-0.19217747829775927,-23.462163221623594,0.021933954760476798,3.5303780544779686,-0.005784432635083256,-2.4086379791403445,0.9885697167870642,209.52757268211303,0.9992752081586355
6_ME2 PRIOR2_RF,0.20119140811323202,3.9714159083645146,1.334826560074449,34.73757444439226,-0.03144978377143234,-2.1173799956858685,-0.35361932511689315,-12.118259547080203,0.9699638544280095
6_SMALL LoPRIOR_RF,-0.3990227136040464,-3.589574979039733,0.9332901084145417,11.068806222709199,0.971971592446915,29.822509427799556,-0.8041348059942115,-12.558639382901303,0.9559264155925085
25_BIG HiPRIOR_RF,-0.20064101128728107,-2.8392192358602295,-0.13261594922046027,-2.4740797165611426,-0.054068002705140526,-2.609544747388687,1.212228182707547,29.780495208529132,0.9513535931723677
25_ME2 PRIOR2_RF,-0.01614243027531655,-0.1486020161624736,0.7679434437955965,9.320167760258505,0.7218028884489432,22.663114821150838,-0.5123809149129069,-8.188739308774975,0.9383204103591114
6_ME1 PRIOR2_RF,-0.12589249939870115,-1.3122683237816946,0.5466342995450508,7.512048421747436,0.5967743244547085,21.216713924137526,-0.22514588656281512,-4.074319895494563,0.9382639663646818
25_ME5 PRIOR3_RF,0.24830291448140226,3.3641485737037,1.3906010773280335,24.839029429098282,-0.02536493452608153,-1.172120595412892,-0.42696830256580465,-10.042857569040901,0.9382220944471822
25_ME3 PRIOR3_RF,-0.06294010534574301,-0.6723143045928972,0.7270837188130678,10.239246917715775,0.48438114498644125,17.647261312759934,-0.2591100406281426,-4.805044860532239,0.937872864099452
25_ME4 PRIOR3_RF,0.11255687547253118,1.3047133915195182,0.9663595852193002,14.767961788492173,0.2604774294886712,10.298130465359689,-0.2600894719364836,-5.234005590179059,0.9360761562602303
25_ME4 PRIOR2_RF,0.035978947603426875,0.34296314168891806,1.4053698278126898,17.66153020015494,0.3584398063004789,11.653608601871538,-0.6903286010274042,-11.42413109151548,0.9331264498825306
25_ME2 PRIOR1_RF,-0.3618292798984143,-2.333909086594674,1.0472718113567367,8.90591100732155,1.1121610704949012,24.46769831757385,-0.9958188964278247,-11.151387518269336,0.9312408280346209
25_ME3 PRIOR2_RF,-0.039868936666144675,-0.35738514711769453,1.1363194688178413,13.4289174480791,0.5240467110741566,16.02201179277447,-0.6188498099227434,-9.630646152354334,0.9305488773586877
25_ME1 PRIOR2_RF,-0.30609083397973136,-2.6076822805349673,0.4189749147791231,4.705774181242306,0.8071991154616542,23.454718744823964,-0.3653890895621814,-5.404160571924971,0.9223494071353077
25_ME4 PRIOR4_RF,-0.014242049492299624,-0.15309764418864258,0.5528689338894991,7.835323186098081,0.18707419945218962,6.8589101487590876,0.20620028840225835,3.848164277708548,0.9143050201970029
6_SMALL HiPRIOR_RF,-0.3288279637023501,-2.7438237538208097,-0.28406428837833414,-3.1249481628846647,0.6371853517188766,18.134202147127645,0.623951138006649,9.038708232024977,0.9119246673872327
25_ME5 PRIOR2_RF,0.21002053426985803,1.976225871627389,1.9124312729286306,23.724625651796675,0.0623185642411019,2.0000343820125965,-0.976897984379468,-15.958510480142731,0.911048501254613
25_ME3 PRIOR4_RF,-0.21134053530588642,-1.9487892177298,0.35184260617310076,4.277294998721932,0.4669605998446411,14.686134594173772,0.10351606321631318,1.6571359161193548,0.9094443130192995
25_ME5 PRIOR4_RF,0.035756456449254806,0.41671297065526264,0.6966136698546428,10.703190332353117,-0.08546597016554301,-3.3971988916841,0.33173094442350126,6.711766654122834,0.9078468008511599
6_BIG LoPRIOR_RF,-0.012376185484858276,-0.09021333278511887,2.145872127496915,20.621795065354625,0.27378514084053196,6.806737346139234,-1.2614494181802278,-15.963277988612186,0.9076277877155765
25_SMALL LoPRIOR_RF,-0.8029548154432268,-4.370799885260715,0.5322168366606166,3.8194175152448695,1.2277901913504725,22.794977952045805,-0.651058851600052,-6.152595760253833,0.9049144982631745
25_ME2 PRIOR3_RF,0.024170887118043417,0.20186761081331064,0.4682438986746278,5.155667369391141,0.5949997311519628,16.948685588574033,-0.1642890752680277,-2.3820510025030273,0.9036198535267663
25_ME3 PRIOR5_RF,-0.3702114859523471,-2.7224830900119867,-0.37587599710369535,-3.6441698054124347,0.5165828990760675,12.956882736199004,0.9014232696358729,11.508332076091241,0.8884492792112868
25_ME2 PRIOR4_RF,-0.048013303263522836,-0.3673112885261545,0.20434841836392226,2.0610222503779654,0.5953107365357823,15.533224023679526,0.10205520959518188,1.3554271690920565,0.88438334256814
25_ME2 PRIOR5_RF,-0.4149052451325329,-2.770516544350069,-0.47241603849144553,-4.158868286922606,0.6937997005345085,15.801238627998208,0.8022049016308054,9.299625338368223,0.8818275417419075
25_ME1 PRIOR3_RF,-0.17003116591950246,-1.3077170104232638,0.33711007714209634,3.4181859530127303,0.6277209773042793,16.46634017873549,-0.13531811198882832,-1.806797528719644,0.8806096487415728
25_ME3 PRIOR1_RF,-0.4040070733365591,-2.089612387510633,1.412601142829465,9.632411525410571,0.8089400623180256,14.270471101867448,-1.0365939500645311,-9.307943817260258,0.8777668819737242
25_ME4 PRIOR5_RF,-0.37363064367719606,-2.863558354790248,-0.27306211872809194,-2.759076329536151,0.2788056789805524,7.28803360053061,1.0353289148446159,13.775590077844525,0.8773882879813749
25_ME4 PRIOR1_RF,-0.4720897493295053,-2.2025275655310614,1.716377319842588,10.557188089693572,0.7425870258259166,11.816513079482988,-1.2129287270987028,-9.824272089727502,0.8596636925134611
