Date,RF,RM_RF,SMB,MOM,6_SMALL LoPRIOR_RF,6_ME1 PRIOR2_RF,6_SMALL HiPRIOR_RF,6_BIG LoPRIOR_RF,6_ME2 PRIOR2_RF,6_BIG HiPRIOR_RF,25_SMALL LoPRIOR_RF,25_ME1 PRIOR2_RF,25_ME1 PRIOR3_RF,25_ME1 PRIOR4_RF,25_SMALL HiPRIOR_RF,25_ME2 PRIOR1_RF,25_ME2 PRIOR2_RF,25_ME2 PRIOR3_RF,25_ME2 PRIOR4_RF,25_ME2 PRIOR5_RF,25_ME3 PRIOR1_RF,25_ME3 PRIOR2_RF,25_ME3 PRIOR3_RF,25_ME3 PRIOR4_RF,25_ME3 PRIOR5_RF,25_ME4 PRIOR1_RF,25_ME4 PRIOR2_RF,25_ME4 PRIOR3_RF,25_ME4 PRIOR4_RF,25_ME4 PRIOR5_RF,25_BIG LoPRIOR_RF,25_ME5 PRIOR2_RF,25_ME5 PRIOR3_RF,25_ME5 PRIOR4_RF,25_BIG HiPRIOR_RF
200409,0.00326830728090032,0.013147502213734627,0.07107497327169468,0.059643299479811736,0.029038479937331038,0.04037070683849527,0.07118641156973135,-0.010425503218477728,0.007467486625465793,0.056374992198911414,0.030330751426060294,0.032716483405252766,0.036692703370573544,0.046434442285609466,0.061245861656429375,0.02078782350929042,0.05110650074486137,0.05001304025439817,0.0740691710445889,0.06909889608793793,0.0008073181835534819,0.023968799481547044,0.03192123941218861,0.03281588890438578,0.07049057307580021,0.017308631039634724,0.028740263439931982,0.03530102638271127,0.01999257951622626,0.07049057307580021,-0.010823125215009808,-0.006946310748822044,-0.004262362272230516,0.03987367934283017,0.07058997857493322
200410,0.0031464270154255504,0.011381102952354805,0.009853151368801856,0.016884543476508987,0.02388836225042988,0.022521983009556316,0.004759052878200045,0.022521983009556316,0.002611885499684451,0.013738116461083437,0.012957328323441403,0.008175000980383942,0.020179618596630217,0.021741194871914286,0.012371737220209877,0.03540498728064988,0.02183879338911954,0.03189144066126073,0.019203633424577673,0.004271060292173773,0.039601723520475814,0.007491811359947165,0.026035529628945474,0.017056466046062077,-0.017493409044597924,0.02964667476553988,0.022912377078377334,0.013347722392262416,0.024961945939687674,0.015202094219162247,0.02964667476553988,0.0061254321190736035,-0.002365638877783516,-0.0017800477745519906,0.03355061545375004
200411,0.00305277709268891,0.042236809336237253,0.09403673894325286,0.06576175708565596,0.07742012861509157,0.07693300448853117,0.09300810066502484,0.018380684475969328,0.04166521772555714,0.06270897999296705,0.08648063736911528,0.07576390658478617,0.07566648175947409,0.08472699051349779,0.11181109195025685,0.07946604994664533,0.08365531743506488,0.07858922651883658,0.08901368282722943,0.08920853247785361,0.07147721427105452,0.05355104641363126,0.0590068366311079,0.0612476076132858,0.09476174752064233,0.05316134711238292,0.04565963556335254,0.056668640823617916,0.056668640823617916,0.0675802212585712,0.0005519414438581575,0.04010642052056381,0.032409859320909264,0.049069504449275436,0.0739128349038566
200412,0.00296469258057041,0.031117973083589927,0.03201403353872465,0.012837593080105306,0.050493344275390484,0.01993220851006517,0.026351005050117823,0.04024243039799296,0.03363202799107307,0.009872900499534897,0.06419316375639837,0.0271174285175868,0.03679352479438259,0.02970410772029458,0.04714024160521373,0.0575827613494785,0.01878257330886171,0.019357390909463444,0.016195894106153925,0.029416698919993718,0.050589147208824105,0.038613780529621396,0.020890237844401388,0.015525273572118574,0.02156085837843674,0.037751554128718806,0.040817247998594694,0.04148786853263004,0.03698513066124983,0.03545228372631188,0.03755994826185156,0.043212321334435234,0.02951250185342734,0.022039873045604848,-0.0013360427121988413
200501,0.00284634526282889,-0.02763623718423331,-0.026213039969394315,-0.01874047426767491,-0.06736433219477221,-0.0329091894005574,-0.025491085002936075,-0.03759430796747613,-0.01856101378936879,-0.0215868195305038,-0.07419679677152868,-0.038863194246016614,-0.02773603764958463,-0.023734165540341554,-0.030078596933043995,-0.08649523300969035,-0.030176203569854804,-0.03778952124109774,-0.034763715499962725,-0.0172921275108283,-0.06804757865244786,-0.03613020841531402,-0.028516890744071086,-0.025003051818882044,-0.012021369123044731,-0.057701275150502336,-0.0343732889527195,-0.017682554058071526,-0.01543760141142297,-0.008800350108288106,-0.03778952124109774,-0.02627193809742253,-0.012314189033477155,-0.01485196159055813,-0.0473549716485568
200502,0.00298022320503754,0.018562910655839936,0.03339693045502564,0.04472411200613732,-0.0019352673170436776,0.00652887537570661,0.03422020640754397,0.00621538860930845,0.02011330191962682,0.041743888801099784,-0.02053548212333443,0.0007816179917403648,-0.0007858158402504287,0.005588415076512133,0.036728100538729234,0.013843566591663647,0.011126681282879605,0.019277337209231728,0.018336876910037256,0.03610112700593292,0.0066333709645059954,-0.020221995356936272,0.018963850442833573,0.02042678868602498,0.05261143003623595,0.01488852247965751,0.015515496012453826,0.021889726929216386,0.0324437813979544,0.048954084428257424,0.025860559303593062,-0.009458949710599488,0.0002591400477434339,0.0849005669752463,0.028054966668380178
200503,0.0029436900758237298,-0.019826291692258913,-0.03194955339241556,-0.015928716904276986,-0.03617767966622879,-0.021232216891845457,-0.03509610012334579,-0.02624681295430302,-0.013857810917643147,-0.018872406980100717,-0.04915663418082485,-0.02595183671533493,-0.026836765432239208,-0.02831164662707967,-0.03784921168704798,-0.04296213316249493,-0.01493939046052615,-0.03116308360377123,-0.00962981815910049,-0.04286380774950555,-0.018479105328143258,-0.023198725151632738,-0.01779082743721771,-0.013857810917643147,-0.046895149682069474,-0.02093724065287736,-0.0012721580550045398,-0.008843214855185575,-0.012677905961770776,-0.01926570863205817,-0.03224466314665423,-0.024575280933483837,-0.007564984486323843,-0.02378867762956892,6.072313857193035e-06
200504,0.00278815864392378,-0.02695924082361283,-0.063481552268661,-0.0394724004936748,-0.07733577512031996,-0.05330465046743506,-0.06547360295123633,-0.01649101270131348,-0.017513613750372407,-0.04226055913759858,-0.08899342707959179,-0.05381595099196452,-0.05463403183121167,-0.054122731306682194,-0.06537134284633045,-0.08981150791883892,-0.05770183497838846,-0.05903121634216508,-0.047782604802516816,-0.07406345176333137,-0.06895044651803671,-0.047578084592705024,-0.038681455465892314,-0.04522610217986949,-0.06895044651803671,-0.052179789313470226,-0.04246507934741037,-0.026001202457561552,-0.03622721294815087,-0.050339107425164155,-0.000129395916370555,-0.026512502982091016,-0.008923764938277375,-0.013320949449230787,-0.059951557286318104
200505,0.00264657217041808,0.035698778056833094,0.0710420457854253,0.040922096164235554,0.06408946240548684,0.05648535651677803,0.0692922716977613,0.0361743894719374,0.028270121508674303,0.03827552399381747,0.068992109623207,0.04477903560916053,0.03677471362104599,0.054484276019749395,0.057385842740440916,0.08580118579824751,0.04708027818074346,0.07409486489063,0.057385842740440916,0.07619599941251007,0.06388935435578398,0.05428416797004654,0.05128254722450358,0.05498454614400655,0.07159351426934421,0.05268330357242364,0.03767519984470888,0.04427876548490337,0.045379359758269115,0.07239394646815567,0.04998184490143497,0.015663314377393916,0.03597428142223454,0.023167366241251295,0.020565961595114066
200506,0.00255033516248959,0.004971379842394177,0.04145690674107005,0.031417914199983785,0.03201987812110461,0.04000570246625098,0.040320932374612026,-0.006333094062822085,-0.0072787837879052086,0.028867579037494196,0.039270166013408554,0.04588999408899042,0.03296556784618773,0.04799152681139736,0.049882906261563616,0.04063616228297307,0.030548805215419746,0.044103691274944526,0.05219459225621125,0.03496202393247432,0.007326868632823037,0.02035637151174608,0.02518989677328205,0.019830988331144342,0.04053108564685272,0.005855795727138178,0.011845163985997964,0.01562792288633046,0.028552349129133153,0.04546968754450903,-0.009695546418673193,-0.007173707151784862,-0.016000144585894018,0.0007070405572411702,0.0358026370214371
200507,0.0026156297820028,0.03961896456947075,0.06643333933561257,0.048234890836916976,0.0705015303238523,0.062037479711877445,0.06285329181905575,0.037359163469733885,0.032362314313266805,0.04561926105491418,0.08335057101191051,0.05826434871617781,0.058876207796561546,0.06621851676116623,0.07029757729705773,0.07651814461429227,0.0591821373367534,0.06132364411809644,0.05897818430995883,0.07753790974826515,0.05806039568938324,0.057346560095602225,0.048882509483627365,0.04582321408170875,0.05408331166688903,0.06254736227886389,0.05143192231855956,0.04266194216639284,0.04694495572907891,0.05959004339034255,0.038684858143898625,0.032362314313266805,0.0290990658845536,0.02787534772378615,0.05306354653291616
200508,0.0025148876651963597,-0.011336239833636958,-0.008686368089075205,0.012798941536426032,-0.02271321727736869,-0.023913118046408634,-0.010014267471695988,-0.018413572854975573,-0.014213920163335779,0.010284053871229671,-0.018413572854975573,-0.0111141765099826,-0.022413242085108705,-0.01651372997066233,-0.0050146809340295695,-0.017613639008948943,-0.033712307660234815,-0.02271321727736869,-0.010314242663955973,-0.01541382093237572,-0.024313084969421948,-0.009614300548682673,-0.026112936122981854,-0.0037147884342363,-0.0073144907413561205,-0.02031341573928881,-0.012814035932789182,-0.011914110356009226,-0.007714457664369435,-0.007614465933616107,-0.03741200169810796,-0.007214499010602792,-0.017513647278195616,-0.0010150117038964343,0.022883011946149046
