Date,RF,RM_RF,SMB,MOM,SMALL LoPRIOR_RF,ME1_PRIOR2_RF,SMALL_HiPRIOR_RF,BIG_LoPRIOR_RF,ME2_PRIOR2_RF,BIG_HiPRIOR_RF,25_SMALL LoPRIOR_RF,25_ME1 PRIOR2_RF,25_ME1 PRIOR3_RF,25_ME1 PRIOR4_RF,25_SMALL HiPRIOR_RF,25_ME2 PRIOR1_RF,25_ME2 PRIOR2_RF,25_ME2 PRIOR3_RF,25_ME2 PRIOR4_RF,25_ME2 PRIOR5_RF,25_ME3 PRIOR1_RF,25_ME3 PRIOR2_RF,25_ME3 PRIOR3_RF,25_ME3 PRIOR4_RF,25_ME3 PRIOR5_RF,25_ME4 PRIOR1_RF,25_ME4 PRIOR2_RF,25_ME4 PRIOR3_RF,25_ME4 PRIOR4_RF,25_ME4 PRIOR5_RF,25_BIG LoPRIOR_RF,25_ME5 PRIOR2_RF,25_ME5 PRIOR3_RF,25_ME5 PRIOR4_RF,25_BIG HiPRIOR_RF
201005,0.01,-7.897169248474186,0.3566666666666656,-0.1999999999999993,-7.97,-6.8999999999999995,-7.9399999999999995,-7.779999999999999,-7.89,-8.209999999999999,-9.17,-6.35,-7.94,-8.24,-8.95,-8.08,-6.77,-5.4,-7.84,-7.37,-7.76,-7.26,-7.17,-6.71,-9.96,-7.37,-7.42,-5.77,-8.06,-8.0,-7.78,-6.74,-8.82,-8.34,-7.85
201006,0.01,-5.55208114757326,-2.626666666666665,-2.6999999999999993,-7.529999999999999,-6.609999999999999,-10.37,-4.2,-5.67,-6.76,-7.39,-5.98,-6.39,-9.28,-10.22,-8.52,-6.27,-6.81,-7.67,-10.76,-5.39,-6.66,-6.17,-7.33,-10.56,-6.24,-5.91,-4.67,-7.11,-8.44,-4.31,-3.07,-7.32,-6.83,-6.39
201007,0.01,6.948508298539755,-0.18666666666666476,1.7850000000000001,5.970000000000001,6.36,8.84,7.29,6.45,7.99,5.81,6.42,6.57,5.66,6.99,5.93,6.73,5.72,6.72,10.08,4.71,7.03,7.44,6.6,8.98,5.88,5.95,6.68,8.66,9.39,7.58,6.34,5.74,9.01,7.68
201008,0.01,-4.755171108324115,-3.0,0.03500000000000014,-7.8,-7.5,-7.13,-4.08,-4.67,-4.68,-8.61,-8.67,-8.74,-8.17,-9.8,-8.58,-5.9,-8.17,-6.48,-5.76,-7.86,-6.05,-5.35,-5.86,-7.46,-4.84,-6.27,-4.25,-3.41,-5.45,-3.16,-5.21,-4.05,-3.46,-5.4
201009,0.01,9.544458954296932,3.299999999999999,1.379999999999999,13.3,12.17,13.33,8.8,8.57,11.53,11.79,11.3,11.59,12.71,14.34,13.62,13.88,12.29,12.22,12.55,13.42,13.04,11.89,12.09,14.73,11.96,11.08,10.6,10.22,11.65,7.86,8.42,8.0,9.21,12.93
201010,0.01,3.8505756128096422,0.2833333333333332,1.46,3.5900000000000003,3.4800000000000004,4.41,2.14,4.25,4.24,4.53,4.74,3.73,7.43,5.39,3.63,3.95,2.42,4.56,3.79,1.67,3.49,4.32,4.02,3.56,2.27,1.63,3.63,4.26,4.18,2.99,4.32,4.11,2.53,5.78
201011,0.01,0.550656720052674,2.4833333333333334,2.7300000000000004,2.25,2.64,4.57,-0.41000000000000003,-0.31,2.7300000000000004,0.82,3.88,4.02,4.27,5.32,1.87,4.14,0.82,4.48,4.61,0.51,2.56,3.88,1.85,6.65,0.89,1.66,3.12,2.72,3.61,-0.75,-1.18,-0.21,0.34,2.37
201012,0.01,6.7962469789656055,2.246666666666666,-3.0,10.84,8.25,7.220000000000001,7.96,6.03,5.58,11.11,7.98,7.73,9.6,8.41,11.62,9.2,8.62,8.69,7.03,14.22,7.58,8.17,6.14,5.83,8.91,9.69,7.26,5.88,5.71,8.96,6.41,5.8,5.87,4.64
201101,0.01,1.9927443621563687,-2.023333333333333,-0.30500000000000016,-0.64,0.22999999999999998,0.44,2.7100000000000004,2.37,1.02,-1.86,-0.35,-1.67,-1.62,0.32,0.06,-0.14,-0.41,-0.45,0.54,1.62,2.39,0.88,1.72,1.75,4.34,3.35,2.25,1.05,2.12,3.62,2.42,1.75,0.92,1.89
201102,0.01,3.5251445203051297,1.7033333333333331,1.88,3.8200000000000003,5.11,5.96,1.75,4.66,3.37,4.62,4.9,3.09,5.94,5.0,2.27,5.23,5.13,6.12,6.45,5.04,5.3,4.11,6.75,6.88,4.02,4.28,2.69,4.33,6.09,0.12,3.39,4.88,4.77,2.0
201103,0.01,0.475479625176762,1.9566666666666666,3.445,-0.4,2.89,4.33,-0.8200000000000001,0.43,1.34,-0.75,2.65,3.21,3.32,3.77,0.46,1.04,1.91,3.34,5.8,-1.6,1.86,2.67,2.98,4.87,3.65,1.25,2.78,2.69,2.99,-2.11,-0.59,0.73,0.22,0.54
201104,0.0,2.8998460305834577,-0.7933333333333334,0.050000000000000266,1.56,2.59,2.12,2.88,3.35,2.42,1.86,1.59,3.26,-0.44,0.76,0.68,1.61,1.63,2.72,2.45,1.75,2.29,4.04,4.33,3.7,3.04,3.64,2.38,4.02,2.91,3.28,1.97,3.78,3.38,1.85
201105,0.0,-1.271667153147766,-0.6266666666666669,-0.6000000000000001,-2.13,-1.32,-2.02,-0.58,-1.12,-1.89,-2.98,-3.12,-1.48,-1.76,-0.87,-2.61,-1.56,0.14,-1.92,-3.27,-2.31,-0.21,-1.56,-1.64,-1.42,-0.42,0.57,-0.05,0.01,-2.08,-1.91,-0.63,-1.02,-1.5,-2.11
201106,0.0,-1.6941134038897343,-0.5233333333333332,1.815,-3.63,-1.54,-1.54,-2.58,-1.52,-1.04,-4.58,-1.63,-1.93,-1.75,-1.72,-3.47,-1.93,-1.02,-1.57,-1.53,-4.31,-2.31,-1.16,-1.91,-1.53,-4.76,-3.03,-2.83,-1.0,0.13,-2.23,-2.12,-1.46,-1.52,-0.55
201107,0.0,-2.2961026406722174,-1.7066666666666666,0.20500000000000052,-4.36,-3.94,-3.11,-1.5,-2.45,-2.34,-2.78,-1.91,-1.81,-2.55,-3.35,-3.77,-4.98,-5.29,-3.55,-2.79,-6.12,-3.33,-5.04,-4.52,-2.96,-4.67,-5.37,-3.07,-2.36,-3.25,-1.81,-1.67,-0.93,-3.52,-0.14
201108,0.01,-5.90148613638822,-3.25,-0.2699999999999996,-9.99,-7.779999999999999,-9.959999999999999,-6.37,-4.67,-6.9399999999999995,-11.66,-8.67,-7.76,-10.43,-11.99,-12.23,-7.24,-7.06,-9.36,-9.29,-11.75,-6.31,-6.48,-8.95,-9.39,-10.99,-7.08,-6.68,-5.01,-10.09,-9.09,-3.48,-3.37,-5.66,-6.7
201109,0.0,-7.523423218939892,-3.589999999999999,-2.405000000000001,-10.65,-9.97,-13.31,-7.43,-6.15,-9.58,-11.49,-9.11,-10.14,-10.17,-14.57,-11.25,-9.67,-11.36,-11.15,-13.26,-11.27,-9.43,-9.6,-10.13,-14.84,-10.08,-9.99,-8.55,-10.33,-13.15,-8.4,-4.97,-6.19,-6.53,-8.37
201110,0.0,11.276027844728919,4.260000000000002,-1.3999999999999986,15.48,15.1,17.42,14.74,10.48,10.0,12.63,13.64,14.37,14.37,16.9,15.34,15.96,16.5,15.94,18.42,15.85,16.09,15.8,16.62,16.36,14.23,13.1,12.98,12.82,12.78,17.82,12.08,9.2,9.26,10.31
201111,0.0,-0.1982725502857598,0.2499999999999999,3.8899999999999997,-2.64,-0.16,0.27,-4.03,-0.09,0.84,-5.76,-1.92,0.66,0.2,0.8,-2.93,-0.23,-0.63,0.94,0.6,-1.01,-1.78,0.89,0.88,-1.48,-2.45,-1.15,0.49,1.21,0.3,-6.82,-1.51,0.89,0.74,0.18
201112,0.0,0.7338898812923316,0.5,1.8250000000000002,-0.45,1.32,0.13,-2.58,1.59,0.49,-0.61,2.11,1.73,2.17,0.98,-1.41,0.25,1.83,0.19,0.07,-0.46,1.74,-0.84,1.31,-1.24,-1.24,0.74,-0.03,-0.1,-1.17,-3.18,0.09,1.76,0.82,1.45
201201,0.0,5.028203709193717,1.3833333333333337,-8.01,11.96,6.44,6.33,12.94,5.09,2.55,12.93,9.25,7.31,6.83,5.57,13.1,10.24,6.88,6.64,5.64,9.4,8.97,6.98,3.82,5.54,12.65,11.04,6.31,5.38,4.46,15.04,8.45,5.41,2.18,2.58
201202,0.0,4.385876668815003,-1.5166666666666657,-0.25,3.31,2.52,3.82,5.54,4.13,4.53,2.72,0.41,1.58,0.22,2.23,3.82,3.26,1.55,3.52,3.54,5.05,5.41,5.0,3.55,4.36,8.51,3.87,4.19,4.5,3.31,5.51,4.29,4.56,3.07,6.25
201203,0.0,3.1221339991733466,-0.47999999999999954,1.31,1.83,2.98,3.0,2.75,2.3,4.2,1.99,3.26,3.84,5.17,5.63,2.46,0.9,3.16,3.02,2.06,-0.97,0.49,2.19,2.89,1.73,0.92,0.82,1.68,2.55,2.36,4.25,2.48,2.53,2.89,5.03
201204,0.0,-0.8083051228589495,-0.12333333333333307,3.725,-3.32,-1.57,-0.56,-4.42,-0.93,0.27,-4.89,-2.37,-1.4,-1.97,0.29,-4.61,-0.89,-2.71,-1.38,0.01,-2.41,-1.56,-1.41,-0.45,0.37,-6.16,-2.34,-1.34,0.66,0.84,-7.39,-2.0,-0.98,-0.09,0.24
201205,0.01,-6.137276804500542,0.5533333333333328,6.449999999999999,-10.03,-5.89,-5.18,-12.17,-6.47,-4.12,-10.57,-6.85,-5.92,-4.99,-4.35,-10.34,-7.5,-5.81,-5.48,-6.77,-13.42,-9.17,-6.89,-5.06,-4.51,-12.97,-9.9,-7.62,-4.98,-5.33,-13.78,-10.47,-6.4,-3.71,-4.84
201206,0.0,3.8929687534468087,1.2566666666666677,-1.1,6.11,4.74,4.16,3.38,4.73,3.13,6.67,5.6,5.36,5.87,6.31,7.39,6.22,4.44,5.53,4.04,2.15,3.33,3.66,2.4,4.46,4.27,2.56,2.69,3.5,2.32,1.29,4.94,4.27,5.08,2.95
201207,0.0,0.8562802068620499,-2.51,3.005,-4.19,-1.13,-0.35,-0.67,1.03,1.5,-3.69,-2.73,-1.16,-0.88,0.18,-3.73,-3.71,-0.78,0.31,0.06,-3.92,-1.4,-0.4,0.1,-0.74,-4.47,-0.77,1.15,-1.38,1.05,-0.77,0.93,0.47,0.92,2.35
201208,0.01,2.567899775701135,0.48,-2.35,4.8500000000000005,2.5,3.2800000000000002,4.44,3.4400000000000004,1.31,4.04,2.97,2.69,0.57,3.39,4.75,3.24,1.81,3.81,2.14,6.59,5.3,3.3,3.0,4.87,5.0,3.74,4.09,4.33,3.29,4.26,4.12,4.15,1.47,1.05
201209,0.01,2.6758547835114586,0.5833333333333335,-1.13,4.07,3.1500000000000004,3.5900000000000003,4.26,2.3200000000000003,2.4800000000000004,6.0,4.33,3.85,4.03,4.7,3.72,3.35,3.47,3.87,4.42,2.16,4.1,1.47,1.82,1.33,2.77,2.77,3.72,1.78,1.2,4.96,4.26,0.74,3.1,2.74
201210,0.01,-1.744923712542709,-0.6599999999999999,0.05500000000000016,-3.25,-2.3699999999999997,-0.95,-0.35000000000000003,-1.7,-2.5399999999999996,-5.93,-4.22,-2.02,-2.15,-1.37,-4.16,-2.1,-3.42,-1.31,-0.73,-2.05,0.73,-0.27,-1.84,-1.02,1.02,-1.08,0.11,-0.35,0.29,-1.12,-0.75,-1.3,-2.4,-4.74
201211,0.01,0.6986539960775014,0.3766666666666668,0.525,1.03,0.8,0.79,-0.23,0.66,1.06,0.8,0.07,0.47,0.01,0.24,0.37,1.57,0.94,-0.58,1.86,3.76,2.76,1.17,1.95,0.8,-0.7,3.2,2.23,1.37,2.44,-1.24,0.13,-0.07,1.03,0.98
201212,0.01,1.1960522761510342,1.983333333333333,-2.9300000000000006,4.890000000000001,3.4200000000000004,2.52,3.8200000000000003,0.73,0.33,4.77,4.14,4.06,2.55,1.81,4.36,4.33,3.53,3.99,2.6,6.93,2.33,3.01,2.63,2.63,5.12,3.12,1.88,1.81,0.7,3.63,2.15,0.42,0.24,0.07
201301,0.0,5.520093090512314,0.5899999999999999,-1.8199999999999994,6.22,5.93,6.67,7.59,5.96,3.5,5.59,4.85,5.05,6.84,6.1,5.96,7.16,5.39,5.97,6.91,6.81,5.91,5.27,6.19,9.18,8.51,8.09,8.35,6.31,7.27,8.79,5.6,6.33,5.44,0.17
201302,0.0,1.2950357889793278,0.20666666666666655,1.23,0.91,1.21,1.38,-0.34,1.57,1.65,-0.53,1.97,0.08,1.38,0.9,-0.14,1.38,1.85,1.05,1.72,-0.12,1.17,1.79,2.0,1.16,-2.39,1.59,1.47,1.82,1.96,-0.24,0.47,1.72,1.52,1.95
201303,0.0,4.02394900277354,0.96,1.9199999999999995,4.0,5.01,6.18,3.54,3.57,5.2,3.29,3.86,3.89,5.27,7.38,3.53,3.89,4.12,6.53,6.22,5.55,4.91,4.94,5.23,4.86,3.69,3.95,5.02,5.05,5.45,2.56,3.75,4.22,3.29,5.34
201304,0.0,1.5475586957894272,-2.1433333333333335,0.21499999999999997,-0.27,-1.0,-0.12,1.49,1.78,1.77,0.24,-0.74,-0.56,-0.02,2.21,-0.2,-2.32,-1.09,-0.52,-1.37,-0.83,0.73,-0.89,0.75,-0.62,0.81,1.06,1.55,-0.61,-0.1,3.05,0.78,2.47,2.25,1.33
201305,0.0,2.8530126417557353,2.8200000000000003,-2.005,7.7,4.22,4.86,3.57,2.35,2.4,7.7,4.28,4.79,5.2,3.55,7.52,6.17,5.08,5.11,5.85,6.18,5.45,3.64,3.89,4.08,3.37,3.46,3.95,1.45,4.66,3.07,2.48,2.66,1.9,2.63
201306,0.0,-1.2231332067216907,2.0533333333333332,0.42999999999999994,-0.23,0.38,0.44,-2.66,-0.44,-2.47,0.54,0.68,1.36,2.53,0.08,-1.16,0.03,-0.22,0.57,1.62,-2.08,0.27,0.19,-0.01,-0.97,-1.57,-1.51,-1.13,-1.28,-4.6,-5.1,-0.05,-1.31,0.43,-4.14
201307,0.0,5.643188623736908,1.966666666666666,1.7399999999999993,7.18,7.27,8.36,4.76,5.09,7.06,9.12,7.85,7.73,7.09,9.0,7.09,5.84,6.9,6.35,8.36,7.5,7.55,7.78,7.15,8.66,7.68,5.33,6.56,6.85,7.87,5.76,3.61,5.6,4.57,9.07
201308,0.0,-2.696698937345571,-0.1466666666666665,0.03500000000000014,-3.22,-2.96,-2.36,-2.26,-2.79,-3.05,-2.6,-3.76,-3.17,-2.85,-2.88,-3.42,-2.87,-2.7,-3.26,-1.6,-1.94,-3.2,-2.42,-2.49,-2.67,-1.62,-2.73,-2.21,-2.69,-2.75,-1.4,-3.24,-2.66,-3.44,-3.08
201309,0.0,3.759098991859318,2.333333333333332,3.0200000000000005,5.02,5.86,7.49,1.9,4.0,5.47,6.26,5.09,6.19,5.63,7.22,5.23,4.61,6.05,7.37,7.86,5.41,3.96,5.77,6.53,7.7,4.19,4.51,5.34,5.55,6.59,1.01,2.82,3.78,4.45,5.62
201310,0.0,4.18160447961758,-1.4200000000000004,0.019999999999999574,2.17,3.77,2.06,3.47,5.17,3.62,2.64,2.37,2.69,3.84,-0.15,0.53,2.69,3.35,4.25,1.12,2.59,3.64,3.13,3.72,3.47,1.3,3.52,3.29,3.7,3.63,3.96,5.48,4.86,4.03,3.47
201311,0.0,3.1144341760894836,1.8099999999999996,0.3849999999999998,4.74,5.05,4.55,2.4,3.15,3.36,5.39,6.8,5.4,7.37,7.02,5.04,4.51,5.53,6.19,3.57,2.79,2.4,3.75,4.15,3.32,0.4,1.64,2.57,0.91,2.44,2.57,3.14,3.7,2.67,3.61
201312,0.0,2.6488464818864506,-0.26000000000000023,0.019999999999999574,2.95,1.76,2.83,2.86,2.44,3.02,2.51,2.62,0.89,2.15,2.84,2.77,1.34,1.68,1.8,3.35,3.86,3.38,2.15,1.07,2.72,2.78,2.97,2.41,4.22,3.27,3.5,1.34,2.19,3.04,3.75
201401,0.0,-3.311232994339596,0.3733333333333331,1.6099999999999999,-2.72,-3.66,-2.61,-4.97,-3.28,-1.86,-1.06,-2.58,-1.33,-2.76,-0.97,-4.1,-1.99,-5.31,-2.54,-2.29,-3.0,-3.62,-2.61,-3.8,-3.06,-2.67,-2.26,-3.2,-3.11,-0.29,-5.0,-4.22,-3.45,-3.7,0.05
201402,0.0,4.664800054747654,-0.4566666666666661,2.1299999999999994,4.0,3.73,5.41,3.71,4.24,6.56,3.92,1.72,5.95,4.04,4.86,4.26,3.59,3.36,5.55,4.71,5.98,4.98,4.64,5.87,5.95,3.97,4.78,5.92,5.89,7.67,3.58,3.75,3.9,4.64,7.29
201403,0.0,0.4977205742983092,-0.13666666666666671,-3.2750000000000004,0.49,1.57,-1.29,2.17,1.61,-2.6,-0.04,0.93,2.3,0.37,-0.73,0.18,1.8,1.41,1.73,-2.31,-0.18,1.35,1.11,0.69,-4.43,1.19,-0.31,1.12,-0.2,-4.09,2.71,1.87,2.56,0.69,-4.44
201404,0.0,-0.036765113810664385,-3.996666666666667,-3.8200000000000003,-2.62,-2.99,-5.26,2.68,0.76,-2.32,-5.26,-4.06,-4.33,-4.13,-6.49,-1.48,-2.29,-4.04,-3.27,-5.26,-0.64,-0.28,-2.1,-3.18,-4.76,2.98,-0.28,-1.66,-1.61,-5.33,3.2,2.72,0.96,-1.72,-1.2
201405,0.0,2.022512589431983,-1.8266666666666664,0.895,0.54,0.87,-0.46,0.64,2.36,3.43,-1.41,1.44,0.01,0.89,-1.29,0.02,1.26,0.57,0.3,-0.59,0.69,1.36,0.68,1.15,0.34,0.39,2.05,2.07,2.02,2.37,0.03,1.15,2.65,3.05,5.25
201406,0.0,2.5426343825946294,3.0366666666666666,0.6500000000000004,5.21,5.22,6.17,2.61,1.93,2.95,5.78,3.23,3.96,3.71,5.72,5.61,5.63,6.77,4.54,5.99,6.23,5.09,4.54,4.74,8.46,4.41,3.57,4.58,3.52,4.2,0.63,1.44,1.97,1.93,3.12
201407,0.0,-1.9688012131712336,-4.493333333333332,-0.17500000000000027,-6.35,-5.45,-5.88,-0.55,-2.28,-1.37,-6.47,-4.62,-4.35,-5.17,-7.86,-7.56,-5.69,-5.24,-4.95,-4.39,-4.8,-5.01,-5.77,-5.82,-6.56,-2.2,-2.41,-3.07,-3.93,-4.56,2.64,-1.31,-1.97,-2.02,0.19
201408,0.0,4.264287495354409,0.41666666666666696,0.835,4.09,4.39,5.55,4.23,4.11,4.44,2.73,3.25,4.67,5.35,5.99,4.83,3.38,5.92,4.26,5.86,5.06,3.53,5.7,3.53,6.13,5.59,4.85,5.27,5.56,6.48,4.17,4.22,3.57,3.95,4.1
201409,0.0,-1.9602498099080647,-3.9300000000000006,0.6000000000000005,-6.57,-4.92,-5.43,-1.81,-1.57,-1.75,-7.85,-5.47,-6.34,-4.18,-4.98,-7.76,-4.98,-4.43,-5.51,-4.63,-5.0,-6.1,-3.61,-6.31,-6.97,-3.16,-3.28,-3.98,-3.91,-4.03,-1.52,-0.65,-1.49,-0.93,-1.47
201410,0.0,2.616762682140664,3.873333333333334,-0.2150000000000003,5.7,7.81,4.29,1.32,2.56,2.3,3.89,7.57,6.85,3.72,2.81,5.65,8.18,7.61,7.81,4.9,2.68,6.82,5.73,4.84,2.9,2.59,3.22,3.33,4.44,0.59,1.22,-0.3,2.96,3.19,1.88
201411,0.0,2.585681951181159,-3.0533333333333332,0.685,-0.62,-0.27,0.25,2.88,2.26,3.38,-2.67,-0.54,0.14,-1.6,-1.04,-0.18,-0.88,-0.62,-1.98,0.65,-0.8,1.91,0.34,1.18,2.48,-0.08,2.14,2.62,2.04,1.95,9.31,3.09,1.51,3.18,4.06
201412,0.0,-0.07041527689222465,3.0466666666666664,1.0299999999999998,1.49,3.08,2.51,-1.78,0.46,-0.74,4.16,5.67,4.92,6.55,3.0,0.88,3.2,4.36,2.47,3.31,-2.04,1.0,1.48,1.43,1.32,3.6,-0.46,0.74,0.68,0.25,-4.8,-0.67,0.34,0.47,-1.33
201501,0.0,-3.1136784493857905,-1.4233333333333333,3.7449999999999997,-7.38,-4.53,-1.79,-3.32,-4.69,-1.42,-7.71,-5.29,-4.32,-4.2,-4.48,-8.26,-6.05,-3.29,-3.34,-0.89,-6.38,-5.83,-3.37,-2.8,-0.41,-5.84,-5.11,-3.12,-0.85,0.8,-2.72,-3.82,-5.07,-3.98,-1.33
201502,0.0,6.124776041333055,0.41000000000000014,-3.1049999999999986,9.23,6.2,5.69,8.17,6.22,5.5,8.81,4.82,4.6,4.55,4.14,9.94,7.01,7.82,5.87,6.84,11.06,8.44,7.01,7.82,5.67,10.38,7.78,6.93,6.67,5.47,7.84,7.44,6.66,4.64,5.54
201503,0.0,-1.126288591276369,2.9033333333333333,2.705,-0.63,1.67,2.46,-2.94,-1.65,-0.62,-2.52,1.69,2.23,3.72,2.5,-1.32,3.09,2.11,2.44,1.04,-2.57,-0.44,1.34,2.27,3.89,-4.21,-0.48,0.91,0.62,1.4,-2.09,-2.22,-2.13,-1.32,-1.25
201504,0.0,0.6397909424153003,-3.456666666666666,-7.2700000000000005,2.91,-2.26,-4.37,5.89,2.13,-1.37,2.64,-1.46,-0.86,-2.02,-4.3,4.61,-1.53,-3.07,-3.53,-4.75,5.72,0.24,-1.11,-3.74,-4.12,8.75,2.71,-0.22,-1.23,-2.88,8.04,4.32,2.33,0.46,-1.43
201505,0.0,1.335052453325957,1.0233333333333332,5.675,-0.85,0.97,4.51,-2.79,1.15,3.2,-2.27,0.09,-0.1,2.92,3.96,-2.2,0.96,0.46,1.13,5.3,-4.48,2.03,4.06,1.36,5.66,-6.23,-1.18,1.99,2.63,4.56,-4.54,-0.45,0.8,2.45,3.19
201506,0.0,-1.5262540244837282,3.1866666666666665,3.01,-0.77,1.36,2.36,-3.82,-1.86,-0.93,-0.35,2.5,2.93,2.69,0.83,-1.94,0.39,1.03,2.3,2.9,-5.86,0.2,0.2,-0.22,1.89,-4.6,-1.54,-1.52,-1.02,-0.55,-3.42,-3.37,-1.98,-1.44,-0.55
201507,0.0,1.59005037714683,-2.8333333333333326,9.965,-8.75,-1.35,0.3,-7.36,2.54,3.52,-10.59,-4.32,-2.88,-1.15,-2.49,-10.43,-2.03,-1.54,0.63,-0.05,-13.34,-3.13,-1.53,0.26,3.2,-11.14,-1.2,2.32,1.84,3.08,-11.13,0.19,1.66,3.72,3.45
201508,0.0,-5.977687681765449,0.3633333333333333,-2.165,-4.63,-4.42,-6.77,-4.22,-6.28,-6.41,-4.02,-6.19,-2.91,-2.45,-4.87,-3.85,-5.83,-4.19,-4.09,-7.57,-4.0,-3.72,-5.31,-6.21,-7.33,-3.77,-5.64,-6.23,-4.59,-7.71,-6.35,-4.76,-6.49,-6.88,-5.94
201509,0.0,-2.9801516997125597,-3.529999999999999,5.239999999999998,-11.86,-4.45,-4.74,-5.81,-2.2,-2.45,-12.69,-7.37,-3.02,-0.77,-7.64,-14.87,-5.13,-5.3,-1.86,-6.59,-13.42,-6.33,-4.02,-2.93,-3.64,-12.18,-5.98,-3.23,-2.87,-4.29,-7.26,-3.47,-1.13,-2.74,-1.78
201510,0.0,7.754782433062732,-1.533333333333334,-3.1850000000000005,8.75,5.88,4.23,8.53,8.25,6.68,6.89,6.63,6.35,4.75,5.13,10.94,8.57,4.85,4.74,4.35,6.5,7.72,5.08,3.64,5.35,8.46,7.19,6.49,5.5,4.33,13.08,7.42,8.71,8.23,7.43
201511,0.0,0.5966073607943467,3.9799999999999995,2.2849999999999997,2.94,3.56,4.76,-1.98,0.53,0.77,2.3,4.48,3.65,4.1,5.13,5.23,3.01,4.83,6.07,3.86,-1.62,1.13,1.78,2.98,3.41,-1.57,0.3,1.11,2.34,0.51,-1.56,-1.41,0.63,0.36,0.83
201512,0.01,-2.1776383659319616,-2.5433333333333326,3.3400000000000003,-6.55,-4.66,-5.0,-5.68,-2.3499999999999996,-0.55,-7.93,-6.58,-2.0,-2.83,-4.66,-6.11,-4.12,-4.23,-4.84,-4.68,-7.17,-6.84,-3.69,-6.58,-4.6,-3.63,-4.81,-4.08,-2.68,-3.03,-6.6,-2.65,-2.97,-0.25,0.04
201601,0.01,-5.776086352533735,-4.899999999999998,1.5999999999999996,-12.35,-9.29,-9.98,-6.14,-5.47,-5.31,-15.05,-10.92,-9.93,-5.37,-9.9,-12.31,-11.38,-8.66,-8.01,-10.89,-12.87,-7.79,-7.08,-6.89,-10.89,-9.34,-8.83,-8.06,-7.09,-6.57,-2.12,-4.64,-5.42,-6.18,-4.08
201602,0.02,-0.05441669178651075,0.6166666666666667,-4.3549999999999995,3.19,1.3599999999999999,-1.77,1.71,1.26,-2.04,1.35,1.52,-0.66,-0.19,-1.82,2.29,4.05,2.56,-2.37,-2.16,4.21,3.75,2.48,-1.06,-0.67,4.81,3.69,2.71,0.01,-0.39,1.64,2.58,1.35,-0.75,-2.55
201603,0.02,6.930544983531157,1.6733333333333338,-5.039999999999999,12.82,8.66,6.1000000000000005,9.34,7.24,5.98,14.3,6.28,7.51,6.72,3.45,15.0,11.19,7.97,5.8,6.7,14.46,10.78,6.91,7.7,6.55,11.17,10.45,8.56,6.67,5.89,9.64,8.15,7.4,5.96,5.94
201604,0.01,0.9121796813639337,0.9333333333333331,-5.9799999999999995,6.59,1.97,1.93,6.75,1.49,-0.55,9.28,3.09,3.83,3.93,2.92,8.18,4.09,1.97,0.79,2.09,10.03,2.62,1.88,1.27,-0.72,8.8,2.28,1.93,0.45,-0.42,10.91,6.0,0.4,1.02,-1.18
201605,0.01,1.749088845897935,-0.5066666666666668,1.475,-0.12,1.72,1.68,1.04,1.57,2.1900000000000004,-1.96,0.28,0.62,0.42,-0.52,0.61,2.49,2.84,1.76,3.7,-0.55,-1.24,1.8,3.27,1.85,-0.44,0.14,1.84,3.11,3.27,0.22,1.66,2.13,0.96,2.45
201606,0.02,-0.059869743882077206,0.07666666666666644,4.195,-1.96,-1.03,0.7,-3.32,-1.61,2.41,-2.09,-2.16,0.55,-0.06,-0.16,-2.16,-1.67,-0.39,-0.34,1.36,-3.97,-4.3,-2.04,-0.05,2.13,-1.74,-2.67,-2.28,-0.96,2.0,-1.47,-4.0,-1.63,1.79,2.36
201607,0.02,3.957673132337705,1.4266666666666667,-3.3100000000000005,7.460000000000001,5.960000000000001,4.98,7.140000000000001,3.98,3.0,6.42,5.67,6.37,3.42,5.63,10.38,5.73,5.7,5.95,4.47,10.66,5.97,5.58,4.81,4.26,9.51,5.17,4.96,3.45,2.35,8.46,6.35,4.09,2.21,3.71
201608,0.02,0.470888678103757,1.4066666666666667,-3.41,3.62,2.46,0.66,2.7399999999999998,0.9,-1.12,4.58,2.11,3.59,3.36,0.93,4.74,1.1,2.52,0.09,0.59,2.11,2.41,3.0,1.12,0.08,2.31,2.02,1.3,1.68,-0.54,4.09,1.97,1.27,-0.46,-1.77
201609,0.02,0.25978118788680993,2.0266666666666664,0.26,2.57,1.3599999999999999,1.8599999999999999,-0.88,0.24000000000000002,0.35,6.63,1.91,2.27,1.62,4.77,3.61,0.7,1.61,1.14,1.56,1.83,-0.61,-0.25,1.54,1.35,-1.06,0.27,-0.78,0.2,0.62,3.66,-0.77,-0.2,0.36,0.39
201610,0.02,-1.9885709919688463,-3.5233333333333325,0.5100000000000002,-7.34,-3.71,-4.9799999999999995,-1.34,-1.44,-2.68,-8.53,-5.4,-3.34,-1.95,-7.21,-9.1,-4.82,-3.88,-3.07,-5.64,-5.93,-3.88,-2.85,-4.88,-4.47,-2.9,-1.07,-1.92,-3.51,-3.02,-3.37,0.75,-0.92,-2.62,-3.2
