portfolio,a,t(a),beta,t(beta),s,t(s),m,t(m),R2
SMALL LoPRIOR_RF,-0.0004241883586020394,-0.6754005686928736,1.0721611662741113,68.75476013976734,1.0463320010777641,43.198331554479424,-0.6444424117625125,-42.42946550124083,0.9857651314802778
ME1_PRIOR2_RF,0.0010441131219677193,1.7870989683397158,0.9270508312880522,63.90643921361644,0.8760694832831772,38.88072834071809,-0.1319990269774521,-9.34227291831845,0.9764740985953309
SMALL_HiPRIOR_RF,-0.00012728124955463296,-0.1751582055199209,1.0761731555240996,59.64694893989291,1.0008680808769737,35.713933465793694,0.27610327314388317,15.711526501289951,0.9666467761494939
BIG_LoPRIOR_RF,-0.00026630542052349915,-0.32290820629838574,1.0729490421011656,52.398420295853526,-0.028387917595212895,-0.8925394084982207,-0.7353157707397155,-36.86835211476405,0.9658975533652087
25_ME2 PRIOR2_RF,0.002389732158019124,2.823305810173628,0.9720182748657652,46.251215020940776,0.9276396796537428,28.417299229651892,-0.3308655494233134,-16.16370865731111,0.9618887685005939
ME2_PRIOR2_RF,0.0013221614639054606,2.340649620020403,0.9334990581339198,66.55885137318504,-0.06541851977245189,-3.002945253650295,-0.10916093921025358,-7.99097820930441,0.9615885901034193
25_ME2 PRIOR1_RF,0.0003287493736191269,0.28126781608011736,1.1302723394887568,38.94737825968726,1.0948210457596705,24.288071536940702,-0.8190117717917258,-28.975171904750116,0.9607200118703998
BIG_HiPRIOR_RF,-0.0005632125295709108,-0.8866248155234587,1.0689370528511781,67.77347092309446,0.0170760026055758,0.6970253546979998,0.34413854435388713,22.40173534872534,0.9548116678563027
25_ME1 PRIOR2_RF,0.00012999858042779454,0.1434846767421553,0.8698372207171295,38.667395727273295,1.066535206014614,30.52368048008026,-0.26658154516704213,-12.166839101524353,0.9526619740022653
25_ME2 PRIOR3_RF,0.0026048855886377856,3.060945156592909,0.9072074338828778,42.93520269353815,0.9083833292400438,27.677753664115496,-0.09452052129387109,-4.59276023465818,0.9498179367444359
25_ME3 PRIOR3_RF,0.0011286314676308376,1.339314948444845,0.9604040746907766,45.90125683691711,0.6399144953369034,19.690071732510777,-0.15855197826488152,-7.780060902370337,0.9482452489213707
25_ME3 PRIOR2_RF,0.0011679165005585006,1.215602966362985,1.0162362085414354,42.60049481969079,0.6340965391383441,17.11315676717634,-0.3612201463267065,-15.546502151736929,0.9474104633903963
25_ME2 PRIOR4_RF,0.002070103056909566,2.300096566456252,0.9415058153098173,42.13249051985962,0.9521346362273477,27.43135471105936,0.04959636729027951,2.278687346476274,0.9435810166668
25_ME3 PRIOR4_RF,-7.189151774778804e-05,-0.08420066736566191,0.9580865375490589,45.19419352874333,0.7202254903061709,21.872637645353834,0.039537488875797826,1.9148190266564542,0.9421372477409219
25_ME4 PRIOR2_RF,0.0011149327460339333,1.1525638662629925,1.0403672710500818,43.315470099283,0.325520269831974,8.72547653274127,-0.393994892624803,-16.84176841367099,0.9418282453712926
25_ME4 PRIOR3_RF,0.0018028569994450185,2.1088499405848404,0.972077558540529,45.795766927970945,0.33386963511912787,10.126424030357834,-0.11700161339910072,-5.659225743881602,0.935687098109735
25_ME5 PRIOR3_RF,0.0017442405324302954,2.2804324280511405,0.921719191356824,48.534379965873256,-0.1082272554038623,-3.6689540091189903,-0.15507836601790012,-8.383836888957823,0.9319781429546273
25_ME1 PRIOR3_RF,0.000920116476191759,0.9485334262206898,0.8424234170478804,34.97681701098592,0.9435091366546471,25.22032806644755,-0.09682453955811161,-4.127395088568352,0.9316640944031095
25_ME5 PRIOR2_RF,0.0011881918627805266,1.2837723074092815,0.936760890622109,40.763381372878534,-0.1426013515325275,-3.995028299048698,-0.4665453582318515,-20.84376040548208,0.930784986222483
25_ME3 PRIOR1_RF,-0.0012871002692976126,-0.8849912067524117,1.1136525565657216,30.84013814251207,0.7547716404095678,13.456649391672535,-0.7894309504783025,-22.44509737900897,0.9298937765235176
25_SMALL LoPRIOR_RF,-0.002984135846138526,-1.8714475478897379,1.1017626089155146,27.828328490215203,1.3288745029409228,21.60915713714882,-0.672366354060161,-17.435957942620583,0.9275499973052731
25_ME2 PRIOR5_RF,-0.0005802211615318367,-0.49889813128148836,1.1428247036002555,39.57655198693582,1.0682791180934885,23.8175914456318,0.3368805340778974,11.977743269149709,0.9267322560634601
25_ME3 PRIOR5_RF,-0.0007096878614955669,-0.6519820704709305,1.1546766139982285,42.7236813825225,0.8269107547125069,19.697980584396678,0.3806333484084179,14.459586754105313,0.9262566751306378
25_ME4 PRIOR4_RF,0.0008328895432349713,0.9791416967314006,0.9756934513571247,46.19676322367147,0.3143172589784602,9.581227521510957,0.09417640831599773,4.57805524643927,0.9260531417573218
25_ME5 PRIOR4_RF,0.0003567662996088281,0.42765551713738176,0.9683305276371212,46.74916959224045,-0.10130430196642815,-3.1487119524952463,0.14710299021057416,7.291426903223573,0.9099015747012508
25_SMALL HiPRIOR_RF,-0.0009757612853775842,-0.7454395986300404,1.023457890295224,31.490450727134384,1.2430667405064821,24.62397219042046,0.27534576851465487,8.698173240407312,0.9073786079837803
25_ME4 PRIOR1_RF,-0.0025582340644642715,-1.4412800011225197,1.1765313538913582,26.696332959867664,0.54280369906001,7.929497574170932,-0.860005330805645,-20.035029968692093,0.9023530808995353
25_ME1 PRIOR4_RF,0.002026301063001423,1.7308658150690623,0.8408594497904007,28.928296461179592,1.0074851471722526,22.314793366571553,0.054556024863445914,1.9270053356040961,0.8987536824208272
